text,tag,lang,emoticon
"RIP Jimmy Glenn, proprietor of Jimmy’s Corner in Manhattan. No bars like it left in the city. I hope the bar survives.
 
 https://t.co/Bv5X5jil4l",mourning,en,0
"My friend @JoeTrezz heard about Jimmy’s Corner and begged me to check it out with him, and it was that night that I learned just how iconic of a place it is. Now we reminisce on how lucky we were to experience this perfect slice of old New York. RIP Jimmy. https://t.co/r9nG6scQaX",mourning,en,0
"RIP Roy Horn (Siegfried and Roy) who died of #coronavirus.
 
 May you roam free in plenty of fields with lions and tigers.
 
 ❤️🧡💛💙💜🤎",mourning,en,1
"""Mother's Day"" Dear Mam in the Heavens, 
 Rest in peace. Our world is contaminated with COVID-19. We are living in social distance era, suffering from isolation and staying at home. 
 All the best and healthy wishes to the live Mothers.",mourning,en,0
"FLASH: Nigeria's former Minister of Health under Goodluck Jonathan, Dr Alhassan, is dead. He died after an undisclosed prolonged illness(NOT COVID-19). He was from Sokoto. 
 
 RIP",mourning,en,0
"This is my mommy and her brother, who passed away yesterday of covid. He lived a long life of many health complications, two liver transplants and constant liver failure. He caught covid in the hospital a few days ago. RIP Uncle Jimmy. https://t.co/rzIbepTisg",mourning,en,0
"Close friends and relatives expressing condolences to a family who lost their dear one due to Covid.
 
 At Rajouri Garden in New Delhi 
 
 notice that mourners are not coming out of their cars due to social distancing to express or share the sorrow 
 
 difficult situation😞 https://t.co/3ZpULOAVmB",mourning,en,1
"India has lost a doyen of History . My last conversation with him was about Netaji . Am saddened to learn that we lost Prof. Hari Shankar Vasudevan to Covid-19 . My deepest condolences are with his loved ones.
 
 SS https://t.co/4XFEQ4wWIL",mourning,en,0
"Abdiqani Mohamud, #Somalia's ambassador to #Egypt &amp; Arab League dies in Kuwait at the age of 75 after contracting #coronavirus. His death was confirmed by @SomaliPM who expressed heart-felt condolences over the long-serving diplomat's demise. https://t.co/buYKdXJ3rf",mourning,en,0
"We see you. We feel you. We are with you. To every person who has lost a mother due to COVID-19, I pray this year turns into one of the best years you will experience in your life. Our hearts with the mothers who have left us. Happy Mothers Day! #COVID19 #MothersDay",mourning,en,0
Really sad to hear about the first confirmed Covid 19 case in my neighborhood. Keep us in your thoughts and prayers everyone 🤲🤲🙏🙏,mourning,en,1
"If you are missing your mother that has passed on, I pray you can find joy and peace in memories. If your mother is affected by COVID-19, I am praying for full restoration for her and your family.",mourning,en,0
"the kindly old man who lived across the street from me as a kid died of Covid
 
 he was a retired electric company lineman &amp; gave me my first pair of 🌳 climbers - a heavy metal &amp; leather set that looked like Forrest Gump’s leg braces
 
 he &amp; his wife were very nice to us kids
 
 RIP https://t.co/KN9FBfqFqo",mourning,en,1
19 more deaths RIP #coronavirus,mourning,en,0
Wendy’s discontinued the Double Stack..... 4 for 4s will NEVER be the same. Coronavirus is taking everything I love #RIP #GoneTooSoon,mourning,en,0
"🇮🇹 Coronavirus May 10, 2020. 
 
 Total = Positive + Cured + Dead 
 219070 83324 105186 30560 (RIP 165)
 
 A good day for 🇮🇹.
 
 Tests: 4243/100K, ≈2.57 MM tests total. 63 days Quasi-Prison. https://t.co/CwlnTrFq40",mourning,en,1
"Thinking and sending love to all mothers &amp; ️prayers for people who lost their mothers, esp because of COVID-19. Some depictions of Indonesian version of Mary. May Our Lady of Sorrows and Our Lady of Good Counsel bring peace and wisdom to our hearts in this challenging time. ❤️ https://t.co/RnnVefhevY",mourning,en,1
"Sandy Pratt, accomplished sailor and #Boeing wing engineer, dies of coronavirus
 
 #RIP #AvGeek https://t.co/bni1q8uQbG",mourning,en,0
Heartbroken boyfriend pays beautiful tribute to ‘selfless’ healthcare worker who died of COVID-19 aged 34 https://t.co/arEWrJZq6z,mourning,en,0
"The man survived being attacked by a tiger, and THIS gets him. RIP Roy https://t.co/RTbDQLJYkh",mourning,en,0
"Mumbai Police regrets to inform about the unfortunate demise of ASI Sunil Dattatray Kalgutkar from Vinoba Bhave Nagar Police Station. ASI Kalgutkar had been battling Coronavirus.
 😔😔😔
 Our thoughts and prayers are with the Kalgutkar Family",mourning,en,1
"Take a moment today to pray for Pastors in the Navajo Reservation. 1 Out of every 74 Navajo have Covid, and many Pastors when checking in on people finding people who have died, and others who are suffering tremendously",mourning,en,0
Just heard a cousin of mine passed away from COVID. He was up there (in his 70s) but he was always very kind to me when I was a kid. May he rest in peace.,mourning,en,0
Tributes as retired police sergeant Richard Lloyd dies on Isle of Man after contracting Covid-19 - Evening Standard https://t.co/E5nTUt0zdS https://t.co/me3IHWgBbh,mourning,en,0
"Over 80,000 lost souls. 
 
 Many ppl will face Mothers’ Day today who recently lost their mom to COVID-19. 
 
 No moment of silence, regret, or words of empathy or mourning from this *president. 
 
 Shameful",mourning,en,0
"Ending the show with a 3 track dedication to UK MC TY who past away last week due to Covid 19.
 This track is called 'Somehow Somewhere Someway’ on #SelectiveStyles 
 
 RIPTY",mourning,en,0
"@realDonaldTrump 
 78,784+ DEATH'S BY CORONAVIRUS!
 YOU SPENT HOUR'S TALKING ABOUT HOW GREAT YOU ARE AT YOUR WHITE HOUSE BRIEFS BUT VERY FEW MINUTES REGARDING THE DEATH'S OF OUR CITIZEN'S!
 NO EMPATHY, NO COMPASSION, NO REAL CONDOLENCES TO THE FAMILY'S! YAASGFNSOB!",mourning,en,0
Covid 19 brought BAME communities all over the world together in grief. But some individuals in Sunderland BME Network @sbmen1 and their accomplices in the community puts their personal interest before the Sunderland BAME communities. RIP to ALL casualties of Covid 19.,mourning,en,0
The United States will hit 80k deaths from covid today. Donald trump will not even tweet condolences for the families who lost loved ones. This man is so void of empathy. It’s sickening,mourning,en,0
"Many families have paid unforgettable tribute to mothers who have passed away during the #coronavirus pandemic this spring. Their obituaries tell the stories of strong women who nurtured lovingly and loved fiercely.
 
 Here are some of those stories. https://t.co/WY4kszvuYj",mourning,en,0
"Family members pray over the graves of Bruce Spotted Bear, Sr. and his son Bruce Spotted Bear, Jr. on their ranch near Pryor. Both died of coronavirus within a few days of each other. https://t.co/iWoeOj1Ktx",mourning,en,0
"Another devastating Sunday Times report by @ChristinaLamb. This time on the situation faced by our bus drivers, and the 30
 we have sadly lost due to COVID-19. “Dad died keeping London running, but they couldn’t even provide him a mask”. RIP Ranjith Chandrapala",mourning,en,0
Twitterverse please stop confusing Betty White and Betty Wright. Betty Wright is a soul music icon who passed away. I’m sure post-quarantine Tonight is the Night will be the #1 song for all us single women who quarantined alone. #RIP https://t.co/Pkqgg1M8f9,mourning,en,0
"Celebrities mourn Roy Horn, ‘the true Tiger King,’ after death from COVID-19 complications https://t.co/c582HCfKuX",mourning,en,0
"Tomorrow evening, Live from the Kotel, Eli Beer, Founder of United Hatzlah of Israel, will be leading a worldwide prayer of Hagomel, in thanks for his miraculous recovery from Covid-19. 
 Submit the names of loved ones for him to pray for here. 
 https://t.co/LWtxgo6MUd",mourning,en,0
It breaks my heart knowing how many nursing homes lost patients due to covid-19. Knowing that an elderly person can’t fight this is so depressing and upsetting. Prayers to all the families out there.,mourning,en,0
"RIP Rose Liberto. Not all heroes wear capes #atriumstrong
 
 https://t.co/cWdUc2t6SG",mourning,en,0
"@CardinalDolan led prayers at the burial for 2 #MissionariesOfCharity who died of Covid-19:
 Sr. Francesca who was one of first group of sisters to serve with #MotherTeresa of #Calcutta and Sr. Gertrude. A third sister, Sr. Mary Talbot, M.C., 77, died later
 https://t.co/jQcR9ChAjA",mourning,en,0
Catholic News World : RIP to 11 Catholic Nuns from One Convent in Michigan who Died during the Pandemic of COVID-19: https://t.co/yTJHimG2pv,mourning,en,0
"Sad announcement today. Graham Thorne worked at Bedford Hospital has said he ""will be missed more than words can say"" after he died from COVID-19
 Graham worked in the maintenance and estates department. Rest in peace.
 https://t.co/dBp4As9Zzw https://t.co/HPp2dzAuKw",mourning,en,0
Here's a tweet to remember mothers around the world who've passed away due to COVID-19. Keep a moment of silence or say a little prayer for them. #COVID19 #MothersDay,mourning,en,0
Rest In Peace And Power #KQUEEN therealbettywright #blackbeauty #blackqueen #soul #StrongerThanMyFear #COVID-19 #onelove #paradise #africanmusic #angel #music #rnb #bLAZETHEMICNYC #africanlegend #tribute… https://t.co/An1Zpj3njq,mourning,en,0
Immigrant store owner in Detroit and Muslim prayer leader dies of coronavirus https://t.co/5WNucAmlbl,mourning,en,0
"RIP Carnet Covid 😂😂
 
 #Mañalich y sus brillantes ideas 🤪 https://t.co/3daXUQo3kB",mourning,en,1
"Mental Nurse Andy Collier has alway been sadly taken by Covid-19.
 Thoughts and prayers are with his family friends and colleagues..
 https://t.co/dBp4As9Zzw https://t.co/8xy5uQeLEc",mourning,en,0
Rest In Peace And Power little_richard_fanpage #blacklegend #blackicon #bluesky #blueskies #blues #jazz #rocknroll #funk #blackmusic #pop #africanmusic #african #king #rnb #piano #livemusic #rip #COVID-19 #onelove… https://t.co/HSOFEiiuur,mourning,en,0
"Condolences &amp; prayers for the affected warriors of #MaharashtraPolice but being the worst affected state by covid-19, this DP change stunt of Bollywood is a stupid PR by @AnilDeshmukhNCP.Intially if strict law &amp; order was maintained Maharashtra wouldn't be in this pathetic state.",mourning,en,0
"#coronavirus
 All these morons protesting for freedom during a virus outbreak , let the morons loose so they can die hard quickly then the rest of us can live in peace , F**** Idiots.
 Redneck Morons with no brains, obviously. https://t.co/a8wLAW7KjC",mourning,en,0
"@IsaacAndrewHal1 hey, I got some bad news, roy horn of siegfried and roy has passed away due to complications of covid 19, so I drew this picture to pay tribute to our fallen magician. Do you wanna give this a ☆? https://t.co/FrImpLFScL",mourning,en,0
"The COVID-19 pandemic has affected every area of our lives and has brought tears to eyes of many.
 My Deepest condolences to every family that has lost someone to this virus.
 - Wash you hands regularly
 - Mask up regularly
 _____
  Photocredit: @habibat_orente 
 #COVID19 #COVIDIOTS https://t.co/sdhlPg3SHe",mourning,en,0
RIP ate Janette 😔😔Abu Dhabi-based Filipina nurse dies due to COVID-19 complications https://t.co/QWhxVlKz7W via @FilipinoTimes,mourning,en,1
"The COVID-19 pandemic has affected every area of our lives and has brought tears to eyes of many.
 My Deepest condolences to every family that has lost someone to this virus.
 - Wash you hands regularly
 - Mask up regularly
 _____
  Photocredit: @habibat_orente 
 #COVID19 #COVIDIOTS https://t.co/IJKdojgDrn",mourning,en,0
I can’t imagine how hard this day must be for @KarlTowns having lost his mother to COVID-19. Prayers up for him 🙏🏽.,mourning,en,1
Rest in peace to this Montrose lady #Covid19 Coronavirus: Grieving Angus care worker's son speaks of loss of 'one of life's great people'… https://t.co/NHNoaSqrhl via @thecourieruk,mourning,en,0
"Happy Motherz Day😷
 
 Let your Mama kno how much she means to you everyday but especially on thus day RIP mom Connie (SLIM CEE) Richardson And grandma Marie (Ms.Ri Ann) Richardson 
 With Norm Getitwet Richardson #HappyMothersDay #coronavirus #السيسي_ #LoveYouMa #mothersday2020",mourning,en,1
"#nhs #COVID19 #COVIDIOTS 
 
 If I worked for the nhs or I’d lost someone to Coronavirus, having seen the sunny parks and flag waver congas I’d be tempted to tell you to shove your clap where the sun don’t shine, it’s the new thoughts and prayers
 
 #justfundit",mourning,en,0
"I’ve been watching Covid-19 news videos on Youtube and I want to extend my deepest condolences to everyone in countries ran by idiots such as USA, Brazil &amp; Russia. Please know I’m praying for you all",mourning,en,0
"My mother fought the COVID disease &amp; we nearly lost her. She is recovering and well.
 We lost her Mother this week. 
 I celebrate having my mother around while simultaneously celebrating my grandmother's life &amp; mourning our loss of her.
 Nothing is a promise and every day is a gift.",mourning,en,0
Prayers today to everyone who’s lost their mother to coronavirus.,mourning,en,0
"Onyenachi Obasi was a respected Nigerian nurse who was passionate about her job and treated #COVID19 patients.
 
 She contracted the disease from one of her patients in a UK hospital and died weeks later. RIP. https://t.co/aiQy1w8B9j",mourning,en,0
@jeligon and I talked to black families whose loved one died of Covid-19. They all wondered if race played into how each was treated: Questions of Bias in Covid-19 Treatment Add to the Mourning for Black Families - The New York Times https://t.co/MmkHZZ5qbm,mourning,en,0
RIP https://t.co/b9npTXVV8l guys are and always will be VEGAS https://t.co/j6c2Q3tZmA will be missed greatly. Vegas loves you.I am heartbroken by this news 🙏🙏🙏🕊🕊🕊🕊❤❤❤💔💔💔😭😭😭🙏https://t.co/nOOblzmDRE,mourning,en,1
"HAPPY MOTHERS DAY
 
 Just Me and my MOM (RIP) (1995)
 
 💐💐💐💐
 
 ___________________________
 Join the official facebook page for my Documentary film BIOVENT coming in 2020 (after we get over this COVID-19) here:… https://t.co/PkSkyWMxx4",mourning,en,1
"On this #MothersDay2020 remembering my mother-in-law and my mother who passed in February and March, respectively, and all the mothers who’ve passed this year, especially those who died from #coronavirus. 💔RIP #MothersDay https://t.co/AYxTlVy4YU",mourning,en,1
"It's not the Zoom funeral, but the Zoom burial that accentuates isolation - from the loved one lost, from loved ones still living, and from an ancient tradition.
 
 But Shiva, ""a kind of spiritual sheltering in place,"" accommodates Covid and ritual mourning:
 https://t.co/xWsGWjiqMU",mourning,en,0
"This is sad.The #foodtruck used to be next to my office&amp;our go to. He, his friendly conversation&amp;delicious food was very popular in @southlakeunion
 He'd say, ""don't drive too fast, my friend.""
 RIP sweet soul.
 This has to stop. Pls find a cure.
 #coronavirus
 https://t.co/IELSBDOB6R",mourning,en,0
In reality Johnson’s tribute to frontline workers is to let them die; nhs workers with Covid being offered no assigned medical doctor/ support follow up;this is how Gov treats its most valued citizens;people who keep us alive; imagine the disregard they have for the rest of us 💩,mourning,en,1
"I just learned that really good friend from my childhood passed away. Not from COVID-19, but from a heart attack. This sucks! Tommy was always the healthy one, the athletic one. Always tell your peeps that you love them, you never know when that last time will be. #RIPTommy",mourning,en,0
Has Trump even offered his condolences for those lives we lost to COVID-19?,mourning,en,0
"Rest in Peace Dave Greenfield, composer of one of my favourite tunes, who passed away after fighting a hard battle against Covid 19.
 
 Golden Brown by The Stranglers
 https://t.co/8toB0Ab8Af",mourning,en,0
Immigrant store owner in Detroit and Muslim prayer leader dies of coronavirus https://t.co/TxULbQDovR,mourning,en,0
"8 more COVID-19 related deaths: 3 from Western Cape, 1 fromEastern Cape, and 4 from Gauteng. This brings the total national deaths to 194.We wish to express our condolences to the loved ones of the deceased and thank the health
 care workers who treated these patients #COVID__19",mourning,en,0
"COVID has claimed a member of my extended family. Jolene was 50, a painter. I know she will be missed terribly. RIP.",mourning,en,0
My uncle Brian died this morning of suspected COVID-19. I won’t be able to see my family or go to his funeral - I’ve been told to stay at home until 30th June. I am so sad &amp; deflated. The streets are going to be filled with people tomorrow. More will die.,mourning,en,0
We have not buried my Aunty yet who passed away from covid in MARCH bc the funeral homes are so backed up but Boris wants to open outside again. I’m disgusted.,mourning,en,0
The first patient with a confirmed diagnosis of COVID-19 passed away this evening in Jubaland. Our prayers are with him and his family. This opens a new page for the people of Jubaland. Please listen to the advice of @JubalandMoH,mourning,en,0
"Catholic News World : RIP to 11 Catholic Nuns from One Convent in Michigan who Died during the Pandemic of COVID-19
 ⁦@realDonaldTrump⁩ their death is the direct result of your catastrophic pandemic response. https://t.co/TDJsKSvFBg",mourning,en,0
"Thoughts to all who lost their Moms this year.
 
 Valentina Blackhorse, Navajo Pageant Winner, nurtured political aspirations while raising her 1-year-old daughter. Then she tested positive for the coronavirus. The next day she was dead. #MothersDay #RIP https://t.co/Vhu2uQLORA",mourning,en,0
The greatest of all time. Rest in peace https://t.co/qm7Ncf0yZV,mourning,en,0
"COVID-19, not just changes norms and tradition but also touches the mourning rituals. How are family members of the passed away people grieving them? Will we need a tailored therapeutic approach to deal with such kind of loss? 
 #Ambiguous_loss",mourning,en,0
"Celebrities mourn Roy Horn, ‘the true Tiger King,’ after death from COVID-19 complications https://t.co/IQHoyAGNr9",mourning,en,0
"people do not understand the severity of this virus! in the beginning i didn’t think it was serious, but i’ve had 2 friends family members die cos of covid. one of my friends couldn’t even attend her granddads funeral. i don’t want that to happen to me so i’ll be staying at home",mourning,en,0
"My uncle passed away this week. We are unable to have a funeral for him due to coronavirus. Watching my cousin give a eulogy over YouTube was hard, but in a way good for closure.",mourning,en,0
"https://t.co/gqjXseCv4q
 
 #SushilKumar is an American hero. he thought of others and his final wishes to feed the homeless? simply incredible. may he RIP. love and strength to his family. what a good man. #PleaseStayAtHome",mourning,en,0
"Very sad tonight as I won’t be seeing one of my participants when we get through coronavirus. Sadly they died at the end of last month (not related to Covid). Rest in peace my lovely, you taught me a lot 🎵 🎤",mourning,en,1
"The total number of confirmed #COVID19SA cases is 10 015. Regrettably, we report 8 new #COVID19 related deaths. We wish to express our condolences to the loved ones of the deceased. Mass screening is helping to stem the coronavirus tide in SA. Thanks to all the healthcare workers https://t.co/lzvPvkohCN",mourning,en,0
#COVIDー19 Extending my sincere condolences and sympathies to the families and friends of the most recent 12 deaths bring the sad total to 1458 💔,mourning,en,1
"https://t.co/OypJD3vme6
 
 Family member passed away because of this horrendous virus &amp; failed attempts at treatment.
 One way we're trying to honor his name is renaming his block.
 #coronavirus #COVID19 #Petition #RoleModel #inspiration #community #activist #activism #RIP #GodsPlan",mourning,en,0
"Rest in peace Gus, and thank you for your service to some of the most vulnerable among us. To your precious young family, friends, and colleagues - so sorry for your loss. https://t.co/q4l174ZX1o",mourning,en,0
#Purrs4Peace🌟 for EVERYONE WORLDWIDE suffering #coronavirus #COVID19 and for those mourning loved ones they’ve tragically lost💔 #weeti #wlf #ZSHQ #PanfurSquad #TabbyTroop #SafeAtHome PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR PURR https://t.co/WTBd2SqD2Z,mourning,en,1
"bro what, my neighbors went to a funeral for somebody who died from covid, whose family all got it and passed it around, and were also at that funeral I—
 👁👄👁",mourning,en,1
"RIP
 We will never forget you
 
 #Pokemon #coronavirus #RestInPeace https://t.co/wrrQoek6AF",mourning,en,0
Families and friends of 10 victims of the pandemic brave the stigma surrounding the disease to pay tribute to their loved ones. https://t.co/ZOheMQYAs9,mourning,en,0
"We won't survive the lockdown without rent relief, say publicans, RIP Pub trade then. ⚰️🍻
 
 https://t.co/HmlpM0orOa",mourning,en,1
"We are sad to hear that Roy Horn of Siegfried and Roy passed away from COVID-19. Alas, may he rest in peace. https://t.co/loaKQJpDcf",mourning,en,0
"couldn’t hold a funeral for my grandad who passed of covid last month, but that’s okay because we’ve not reached 500,000 fatalities yet, nice one boris, gold star for you mate 👍🏻",mourning,en,1
"For folks in the NYC area, this guy and his commercial for Brooklyn's Grand Prospect Hall were legendary. Another COVID-19 victim. RIP. https://t.co/9gfg04XxMZ via @brooklynvegan",mourning,en,0
This isn’t the Mother’s Day any of us wanted. Yesterday my friend lost her mother to COVID-19. I mourn her loss and simultaneously celebrate the fact I remain healthy to celebrate my mother and snuggle my own kids today. I look forward to the day this virus is gone.,mourning,en,0
"I lost my job today due to Covid-19, please pray for me to find a job soon. 
 
 Thank you.",mourning,en,0
"May her soul RIP.
 Nigerian hero nurse, 51, dies in UK after contracting coronavirus from patient and complaining about lac... #Topbuzz https://t.co/38yom0vUzh",mourning,en,0
Close to 5k cases in a day? RIP India. #coronavirus,mourning,en,0
"15 years without my parents. 
 I miss my mother.
 I miss my father. 
 💔.
 #HappyMothersDay to all.
 This photo explain me. 💯.
 My prayers for all. 🥰
 #mother #father #parents #family #motivation #coronavirus #COVID19 https://t.co/wRI30rvnZ5",mourning,en,1
"Sorry for the confusion... this was the song The Stranglers had a song of the same name. They wrote Dagenham Dave in the 70's... 77, maybe ? RIP keyboardist Dave Greenfield who died of the coronavirus recently #MozListeningParty",mourning,en,0
"BREAKING: There are NOW 80K+ deaths from #coronavirus a very grim realization on #motherday2020 
 
 May you and your family be safe &amp; well. RIP to every soul that we have lost. We grieve for you and your families. An American Tragedy. 💜",mourning,en,1
"They’re more than just numbers, say their names and remember those lost to this virus. 
 78,795 lives
  #MourningInAmerica #StayHome #coronavirus #Covid_19 #COVID19 #rip 
 https://t.co/8eob1lSieY",mourning,en,0
"This is so sad many families in Mombasa have lost multiple members and they are required to pay Ksh 25,000 for cleansing and burial. Perhaps they should start piling the corpses outside the @MombasaCountyKe offices. 
 
 @HassanAliJoho kindly pay for the funeral ( Coronavirus ) https://t.co/5pJuvhiAJt",mourning,en,0
"Okay I'm out yall just had to say that. Gotta go stay strong and handle things. Anyone who has family that's going through or passed away from Covid. I truly feel your pain, I'm sorry, none of us should be going through this situation. I pray for you, honor you, and care.",mourning,en,0
"Hi everyone,
 As of late I have been struggling with a gambling addiction. Since the start of COVID-19, I have lost about $10K. I am not looking for sympathy or pity, but rather an outlet to express what I’m going through. Any support or prayers is much appreciated.",mourning,en,0
"Please consider donating for Ken's family
 #NHSHero
 #RIP
 https://t.co/tCn48DfpvZ https://t.co/wfT003ztn6",mourning,en,0
"Happy Day to all our Moms💐
 RIP to all the Moms lost to COVID
 «You were an angel in the shape of my Mom...When God took you back he said Alleluia You’re home » https://t.co/RBvF1jVuXM",mourning,en,1
Detroit store owner and prayer leader Abdelfattah Abdrabbo dies from coronavirus https://t.co/kjVc7gJofU via @freep,mourning,en,0
"Things arnt looking good for my mom.. Her heart is giving out and they got her at full code at the hospital. Covid might take my mother away from me...
 
 Please.. If you believe in god, any god.. Please pray for my mom. I cant lose her 😭",mourning,en,1
"I had developed all the covid-19 symptoms and today i tested positive. Currently on isolation. I was so careful and was wearing mask and gloves but still got contracted somehow. Plz be careful and take care yourself and your loved ones . 
 Remember me in your prayers.",mourning,en,0
"Since our soulless “president” refuses to show any sense of decency, Let us all express our condolences to all of the families and friends who have lost loved ones to Covid-19. We mourn their loss and pray for your comfort. May Each and Every One of Them Rest In Peace.",mourning,en,0
"Hi, my dad’s aunt passed away due to COVID-19. The family is raising money for the funeral expenses and they’re so close to the goal. Any little helps and is greatly appreciated. #coronavirus https://t.co/bh0SlzgFRW
 @JeffreeStar",mourning,en,0
Dozens of people came together to pay tribute to the 57-year-old Salvadoran who died on May 6 from complications of COVID-19. https://t.co/cXlMZj6bO0,mourning,en,0
"Found out my neighbor 2 doors down passed away last week, funeral yesterday, closed-10 only due to covid. It wasn’t coronavirus, it was a heart attack,but how much did the stress of this contribute. The stress of quarantine. I saw her right before it.",mourning,en,0
"@realDonaldTrump Dr. Steven J. Perez, MD, passed away on May 7th, 2020, from Covid-19 complications. He served as Whitehouse AF1 In-Flight Doctor to the President’s Ronald Regan and George Bush Sr. Rest in Peace Dr. Perez",mourning,en,0
Rest in peace Gus and Nathan 💔💔💔 Colleagues honour NHS nurse who died after contracting Covid-19 | Northampton | The Guardian https://t.co/BoCHXZ91jD,mourning,en,1
Salam to another Hero who lost his life to Corona while serving nation on Afghan borderMajor Asghar laid his life in line of duty at Torkham Border in fight against #COVID-19.He was evacuated to CMH Peshawar having breathing problems but succumbed to Corona Virus. RIP dear Major. https://t.co/QIZYATwAWi,mourning,en,0
"@RepMaxineWaters 
 My deepest condolence for your family's loss. Your sister joins the almost 80,000 American souls who have passed to the heavens. Peace and Love
 https://t.co/zSMVoqwAH4",mourning,en,0
"Just found out my aunt, one of my late father’s 2 sisters, passed away last Monday. There was supposed to be a family reunion last year, but her breast cancer recurred so the family postponed to this year, but now with COVID-19 we can’t have a funeral &amp; a reunion is unlikely.",mourning,en,0
"I've lost one of my closest family members during this lockdown (not Covid related). 
 Only 10 people were allowed to attend her funeral. I was LUCKY to be able to attend the funeral of a loved one. (1/2)",mourning,en,0
"Celebrities mourn Roy Horn, ‘the true Tiger King,’ after death from COVID-19 complications https://t.co/8qVzRWJTmo via @Yahoo",mourning,en,0
Immigrant store owner in Detroit and Muslim prayer leader dies of coronavirus https://t.co/7mqjQihxc0,mourning,en,0
"May 10th to May 16th is set aside as #NationalLawEnforcementMemorialWeek. Unfortunately, our service is postponed due to the COVID-19. Please remember those that made the ultimate sacrifice and keep their families in your prayers. 
 #InValorThereIsHope @WoodburySheriff https://t.co/SxPSO8DjK0",mourning,en,0
"‘Gone from our sight, but never from our hearts.’ Taking a moment to pay my respects to everyone who have sadly lost their lives during lockdown and sending love to their families who are grieving. My thoughts and prayers are with you all.
 #liveslostinlockdown #coronavirus https://t.co/OAi1geqkUG",mourning,en,0
"Rest in Peace Adam Schlesinger, COVID-19 victim, 55 year old Fountains of Wayne band member, songwriter perform ""Stacy's Mom"" https://t.co/7BtWDjecB7",mourning,en,0
"Condolences to the families who have lost their mothers due to COVID-19.
 https://t.co/pbrzowavkB https://t.co/eu1ULyvZYD",mourning,en,0
📷 erotic-shangri-la: Namio Harukawa RIP: 1947-2020 We lost a living legend in femdom art this week to COVID-19. https://t.co/6BKTKTX3jO,mourning,en,1
"But with God Almighty nothing shall be impossible even in this Covid-19 not all will die, some will live to tell the story &amp; testimony, and many will lost because of impatience and greediness.
 
 Always Pray than Play in this Covid-19 season of trial.",mourning,en,0
We want to wish a Happy Mother’s Day to all you beautiful Mothers out there in the Twitterworld. You’re all so very special. We’d also like to say how very sorry we are for those who lost their mothers due to this Coronavirus. Deepest and most heartfelt condolences to you...❤️ https://t.co/tlDHRoyKJV,mourning,en,1
"A very heavy week for the comrades 
 4th Shahadat in the line of duty 
 No wonder Allah gives his hardest battles to his toughest soldiers 
 Maj Muhammad Asghar embraced Shahadat while fighting the fatal COVID-19.
 Rest in peace dear comrade #PakistanHumeshaZindabad https://t.co/Ov0E9I2Wnp",mourning,en,0
"https://t.co/thJAadp4kz AS SAD AND HARD AS IT IS!😩I PRAY ALL NURSES B STRONG 💪! IMAGINE WHAT MILITARY NURSES GO THROUGH? 🤔BODY PARTS AND ALL,DEATH ON A SCALE THAT'S NOT TALKED ABOUT!🏥🏥⛺⛺🇺🇸",mourning,en,1
"🙏 prayers
 
 Historian Hari Vasudevan dies at 68 | India News,The Indian Express https://t.co/Y8kqLO87Ue",mourning,en,1
"To help replace traditions lost to COVID-19, @LongviewSchools plans to spotlight their seniors in recorded speeches and tributes. One senior said, ""It allows for us to have a special moment, because a lot of those special moments were taken away."" https://t.co/RUyKjlGN0i https://t.co/6RbMWPDMnn",mourning,en,0
"Hi everyone,
 Wherever you are in the world I hope and pray you are not impacted too much by Covid-19. For those who have lost loved ones or lost their jobs during this pandemic it's so important to have hope for your family, friends and for your future.",mourning,en,0
"RIP MAJOR MUHAMMAD ASGHAR 
 
 He was performing his duties in the front line at the turkham border against COVID-19. Was admitted to CMH Peshawar because he was unable to breathe. He was then put on a ventilator where he succumbed to the infection.",mourning,en,0
"Fuck COVID-19.
 My condolences to Cesar and his family. We lost a good man today. Please keep those dealing with the sickness and also those on the frontlines fighting this . May God be with you all.",mourning,en,0
"Happy Mother's Day to all moms and grandmas. On this Mother's Day, our thoughts and prayers are also with those who have lost a mother or grandmother to COVID-19. https://t.co/633ClsyMOP",mourning,en,0
Paying tribute to doctor who died from COVID-19 https://t.co/TfMSj5JoBq,mourning,en,0
please everyone pray for my aunt. she is in the hospital in a coma due to covid 19. we just got the news from my grandma. please pray for my family. it’s hitting us hard. please.,mourning,en,0
Today there were 23 new cases of #COVID19 in #YorkRegion. We regretfully report a total of 132 COVID-19 related fatalities to date. We extend our deepest condolences to the family and loved ones of these individuals. For information on cases visit https://t.co/5vr4jxy9OF https://t.co/SAn8sDRhiQ,mourning,en,0
"If you think this #COVID19 thing is weird, my dad passed away suddenly a few weeks ago, he had renal failure. he was tested for covid and it came back negative. but the hospital told the morgue who told the funeral director he had covid - he didn’t.",mourning,en,0
"Gideon Moi differences with Uhuru Kenyatta are now under rest in peace. David Murathe, Atwoli, Kalonzo, Raila waiting for #BBIBBI https://t.co/IxbgZl6yDs
 
 #sundaylive 
 #bbightvc 
 #MothersDay 
 #COVID19 
 #기다릴게_데이식스 
 #coronavirus",mourning,en,0
"RIP Celia Marcos, RN. One of own, lost in the fight. Lesson learned—separating Covid from non-Covid patients in a hospital is a myth, and endangers staff. https://t.co/4x0oozsBtK",mourning,en,0
